# redshift:0.067
# exponential:age:6.36
# exponential:tau:0.92
# exponential:massformed:9.85
# exponential:metallicity:0.25
# dblplaw1:tau:11.72
# dblplaw1:alpha:290.39
# dblplaw1:beta:240.33
# dblplaw1:massformed:9.72
# dblplaw1:metallicity:0.85
# dust:type:Cardelli
# dust:Av:0.23
# dust:eta:2.85
# nebular:logU:-3.08
# t_bc:0.018
# veldisp:257.0
2.500000000000000000e+03 3.693446615884047265e-17 5.008939239882383956e-17
2.505000000000000000e+03 4.460197342492873321e-17 6.581867526712833914e-17
2.510000000000000000e+03 6.033417798594386274e-17 1.411613369765679366e-18
2.515000000000000000e+03 4.927843669869660187e-17 5.882779659489012465e-17
2.520000000000000000e+03 4.531634141390404158e-17 6.880836674985769552e-17
2.525000000000000000e+03 4.148595371838356276e-17 4.282343431050318506e-18
2.530000000000000000e+03 4.800197477681854716e-17 1.454725049721528393e-17
2.535000000000000000e+03 4.994246456674608841e-17 3.090030272226964115e-17
2.540000000000000000e+03 3.096127419912123660e-17 2.869553002126893526e-17
2.545000000000000000e+03 3.569142573710045902e-17 1.091221972850474094e-17
2.550000000000000000e+03 4.379113929311249423e-17 2.351343527141086377e-17
2.555000000000000000e+03 3.931544457021851234e-17 2.726210477863109905e-17
2.560000000000000000e+03 4.058424161829059010e-17 2.879355126252427635e-18
2.565000000000000000e+03 3.366790000234331380e-17 1.944398388010995888e-17
2.570000000000000000e+03 3.518314903131461438e-17 4.689676883450156392e-17
2.575000000000000000e+03 4.549199893124183272e-17 6.322699017961914742e-17
2.580000000000000000e+03 6.349878235594386056e-17 7.909065430522210965e-17
2.585000000000000000e+03 6.750894173831395231e-17 5.440253230053913968e-17
2.590000000000000000e+03 6.608152873244480212e-17 7.887845914677635805e-17
2.595000000000000000e+03 5.838611497923991244e-17 3.446552932456864982e-18
2.600000000000000000e+03 6.192623145024714234e-17 4.490487898333098852e-17
2.605000000000000000e+03 7.069834610113846831e-17 2.228769458112571829e-17
2.610000000000000000e+03 6.655647660924908956e-17 1.280859759635131095e-17
2.615000000000000000e+03 6.968284898694709091e-17 1.231180886849036790e-17
2.620000000000000000e+03 7.263562758073461977e-17 2.193255484151336705e-18
2.625000000000000000e+03 6.139239667345180480e-17 4.266506189610120981e-17
2.630000000000000000e+03 6.111356640230209122e-17 1.564915793557326494e-17
2.635000000000000000e+03 6.304997307507396843e-17 1.345553273288425246e-17
2.640000000000000000e+03 6.454922489911559890e-17 1.931057033717198503e-19
2.645000000000000000e+03 5.722366429180129503e-17 5.699877600903105371e-18
2.650000000000000000e+03 5.165711658569164091e-17 4.161339355351138119e-17
2.655000000000000000e+03 5.247151667116537719e-17 8.772814372492974379e-18
2.660000000000000000e+03 5.853135206786336633e-17 2.502827713286548954e-17
2.665000000000000000e+03 7.019755272251013375e-17 3.761130333284457439e-17
2.670000000000000000e+03 7.594168879561022331e-17 1.999223021952572707e-17
2.675000000000000000e+03 6.530994705268061927e-17 1.321974993468094048e-17
2.680000000000000000e+03 6.212906994244194057e-17 1.652169068386740367e-17
2.685000000000000000e+03 5.720993123044175610e-17 1.582518842904089364e-17
2.690000000000000000e+03 5.061894329112577072e-17 1.430924063891686502e-17
2.695000000000000000e+03 3.622179670075410746e-17 1.727718827556629243e-17
2.700000000000000000e+03 3.508706437366829086e-17 1.004314070929279577e-17
